variant_name,source_kind,role,config_path,binary_path,selected_feature_count,selected_features,board_family,search_tier,eval_tier,feature_count_bin,stratum,derive_build_sec,perft_sec,correctness_sec,total_sec,uci_smoke,uci_smoke_error,perft_pass,correctness_pass,screen_pass,derive_selected_count,perft_d1,perft_d2,perft_d3,perft_d4,perft_d5
stratified_variant_31,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_31.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_31,30,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Iterative Deepening|Killer Heuristic|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Piece Lists|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,minimax,structural_eval,medium,Mailbox__minimax__structural_eval,0.461,0.268,0.01,0.739,PASS,,PASS,PASS,PASS,30,20,400,8902,197281,4865609
stratified_variant_32,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_32.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_32,27,Alpha-Beta|Bitboards|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|History Heuristic|Iterative Deepening|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Passed Pawn|Principal Variation Search|Quiescence Search|Razoring|Replacement Schemes|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,structural_eval,medium,Bitboards__pruning_full__structural_eval,0.448,0.254,0.01,0.712,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_33,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_33.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_33,29,10x12 Board|Alpha-Beta|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Iterative Deepening|Killer Heuristic|King Shelter|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Passed Pawn|Pondering|Static Exchange Evaluation|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval,0.472,0.211,0.011,0.694,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_34,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_34.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_34,25,0x88|Alpha-Beta|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|Iterative Deepening|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Piece-Square Tables|Pondering|Pseudo-Legal Move Generation|Razoring|Replacement Schemes|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,pst_eval,medium,0x88__minimax__pst_eval,0.412,0.227,0.009,0.649,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_35,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_35.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_35,25,10x12 Board|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Pawn Hash Table|Pondering|Replacement Schemes|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,negamax,rich_eval,medium,10x12 Board__negamax__rich_eval,0.457,0.207,0.01,0.674,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_36,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_36.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_36,28,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Pondering|Pseudo-Legal Move Generation|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,alpha_beta,rich_eval,medium,Bitboards__alpha_beta__rich_eval,0.478,0.247,0.01,0.735,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_37,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_37.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_37,29,Bitboards|Castling|Connected Pawn|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Iterative Deepening|King Pressure|Legal Move Generation|Magic Bitboards|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Piece-Square Tables|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Rook Semi-Open File|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval,0.478,0.28,0.285,1.043,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_38,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_38.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_38,29,0x88|Alpha-Beta|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Pressure|Legal Move Generation|Make Move|Mobility|Move Generation|Negamax|Null Move Pruning|Pawn Hash Table|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,pruning_full,rich_eval,medium,0x88__pruning_full__rich_eval,0.414,0.231,0.022,0.667,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_39,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_39.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_39,29,Alpha-Beta|Bishop Pair|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|King Pressure|King Shelter|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Passed Pawn|Piece-Square Tables|Principal Variation Search|Razoring|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval,0.45,0.263,0.011,0.723,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_40,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_40.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_40,32,Alpha-Beta|Bitboards|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Isolated Pawn|King Activity|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Passed Pawn|Piece Lists|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Replacement Schemes|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval,0.449,0.277,0.011,0.737,PASS,,PASS,PASS,PASS,32,20,400,8902,197281,4865609
stratified_variant_41,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_41.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_41,31,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Iterative Deepening|King Pressure|King Shelter|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,pruning_full,rich_eval,high,Mailbox__pruning_full__rich_eval,0.459,0.207,0.011,0.676,PASS,,PASS,PASS,PASS,31,20,400,8902,197281,4865609
stratified_variant_42,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_42.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_42,29,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Pawn Hash Table|Piece Lists|Quiescence Search|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval,0.455,0.217,0.01,0.682,PASS,,PASS,PASS,PASS,29,20,400,8902,197281,4865609
stratified_variant_43,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_43.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_43,25,10x12 Board|Alpha-Beta|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Piece Lists|Pondering|Razoring|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,alpha_beta,rich_eval,medium,10x12 Board__alpha_beta__rich_eval,0.437,0.219,0.009,0.666,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_44,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_44.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_44,26,10x12 Board|Alpha-Beta|Castling|Connected Pawn|Copy-Make|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Legal Move Generation|Make Move|Minimax|Move Generation|Piece Lists|Piece-Square Tables|Principal Variation Search|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval,0.416,0.298,0.014,0.728,PASS,,PASS,PASS,PASS,26,20,400,8902,197281,4865609
stratified_variant_45,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_45.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_45,28,0x88|Alpha-Beta|Castling|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Piece Lists|Quiescence Search|Rook Semi-Open File|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,0x88,alpha_beta,rich_eval,medium,0x88__alpha_beta__rich_eval,0.437,0.377,0.009,0.823,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_46,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_46.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_46,24,Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|King Pressure|King Shelter|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Pondering|Pseudo-Legal Move Generation|Replacement Schemes|Rook Semi-Open File|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval,0.415,0.228,0.011,0.654,PASS,,PASS,PASS,PASS,24,20,400,8902,197281,4865609
stratified_variant_47,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_47.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_47,26,Alpha-Beta|Bitboards|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Iterative Deepening|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,rich_eval,medium,Bitboards__pruning_full__rich_eval,0.464,0.246,0.012,0.722,PASS,,PASS,PASS,PASS,26,20,400,8902,197281,4865609
stratified_variant_48,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_48.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_48,26,0x88|Castling|Copy-Make|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Iterative Deepening|King Activity|Legal Move Generation|Make Move|Move Generation|Negamax|Pawn Hash Table|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,0x88,negamax,rich_eval,medium,0x88__negamax__rich_eval,0.391,0.299,0.885,1.575,PASS,,PASS,PASS,PASS,26,20,400,8902,197281,4865609
stratified_variant_49,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_49.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_49,33,0x88|Alpha-Beta|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Isolated Pawn|King Shelter|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Pawn Hash Table|Pondering|Principal Variation Search|Quiescence Search|Razoring|Rook on Open File|Rook Semi-Open File|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,rich_eval,high,0x88__minimax__rich_eval,0.474,0.234,0.012,0.72,PASS,,PASS,PASS,PASS,33,20,400,8902,197281,4865609
stratified_variant_50,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_50.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_50,25,Alpha-Beta|Aspiration Windows|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|History Heuristic|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Piece-Square Tables|Principal Variation Search|Quiescence Search|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,structural_eval,medium,Mailbox__minimax__structural_eval,0.439,0.202,0.009,0.651,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_51,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_51.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_51,30,10x12 Board|Alpha-Beta|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|History Heuristic|Isolated Pawn|Iterative Deepening|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Null Move Pruning|Passed Pawn|Pawn Hash Table|Quiescence Search|Razoring|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval,0.44,0.262,0.013,0.715,PASS,,PASS,PASS,PASS,30,20,400,8902,197281,4865609
stratified_variant_52,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_52.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_52,28,10x12 Board|Bishop Pair|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Pawn Hash Table|Piece-Square Tables|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,negamax,rich_eval,medium,10x12 Board__negamax__rich_eval,0.475,0.233,0.121,0.83,PASS,,PASS,PASS,PASS,28,20,400,8902,197281,4865609
stratified_variant_53,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_53.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_53,25,Alpha-Beta|Bitboards|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|Legal Move Generation|Make Move|Move Generation|Negamax|Opening Book|Piece Lists|Razoring|Rook on Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,alpha_beta,rich_eval,medium,Bitboards__alpha_beta__rich_eval,0.456,0.272,0.01,0.738,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_54,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_54.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_54,23,Bitboards|Castling|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Killer Heuristic|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Rook on Open File|Threefold Repetition|UCI|Unmake Move,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval,0.419,0.293,0.209,0.922,PASS,,PASS,PASS,PASS,23,20,400,8902,197281,4865609
stratified_variant_55,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_55.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_55,25,0x88|Alpha-Beta|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|King Pressure|Legal Move Generation|Make Move|Move Generation|Negamax|Null Move Pruning|Opening Book|Pondering|Principal Variation Search|Quiescence Search|Razoring|Replacement Schemes|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,0x88,pruning_full,rich_eval,medium,0x88__pruning_full__rich_eval,0.434,0.211,0.019,0.664,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_56,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_56.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_56,27,Alpha-Beta|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Shelter|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Minimax|Mobility|Move Generation|Null Move Pruning|Passed Pawn|Piece-Square Tables|Pseudo-Legal Move Generation|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval,0.446,7.893,0.011,8.35,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_57,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_57.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_57,27,Alpha-Beta|Bitboards|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|King Shelter|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Pawn Hash Table|Piece Lists|Pseudo-Legal Move Generation|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval,0.474,0.245,0.01,0.728,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_58,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_58.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_58,31,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|King Shelter|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Piece Lists|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,pruning_full,rich_eval,high,Mailbox__pruning_full__rich_eval,0.423,0.217,0.01,0.65,PASS,,PASS,PASS,PASS,31,20,400,8902,197281,4865609
stratified_variant_59,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_59.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_59,25,Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Legal Move Generation|Mailbox|Make Move|Move Generation|Negamax|Passed Pawn|Pawn Hash Table|Pondering|Rook on Open File|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval,0.406,0.247,0.008,0.661,PASS,,PASS,PASS,PASS,25,20,400,8902,197281,4865609
stratified_variant_60,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_60.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_60,27,10x12 Board|Alpha-Beta|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|King Pressure|King Shelter|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Piece-Square Tables|Pseudo-Legal Move Generation|Quiescence Search|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,10x12 Board,alpha_beta,rich_eval,medium,10x12 Board__alpha_beta__rich_eval,0.436,0.256,0.011,0.703,PASS,,PASS,PASS,PASS,27,20,400,8902,197281,4865609
stratified_variant_61,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_61.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_61,34,10x12 Board|Alpha-Beta|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|History Heuristic|Isolated Pawn|Iterative Deepening|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Pawn Hash Table|Piece Lists|Pondering|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Rook on Open File|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,high,10x12 Board__minimax__rich_eval,0.473,0.194,0.011,0.678,PASS,,PASS,PASS,PASS,34,20,400,8902,197281,4865609
stratified_variant_62,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_62.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_62,21,0x88|Alpha-Beta|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|Late Move Reductions|Legal Move Generation|Make Move|Mobility|Move Generation|Negamax|Piece Lists|Pondering|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move,0x88,alpha_beta,rich_eval,medium,0x88__alpha_beta__rich_eval,0.424,0.59,0.009,1.023,PASS,,PASS,PASS,PASS,21,20,400,8902,197281,4865609
stratified_variant_63,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_63.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_63,26,Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|King Activity|King Pressure|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Pawn Hash Table|Pondering|Razoring|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval,0.439,0.204,0.01,0.653,PASS,,PASS,PASS,PASS,26,20,400,8902,197281,4865609
stratified_variant_64,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_64.json,outputs/stratified_variant_experiment_n100_regen/variant_bins/stratified_variant_64,32,Alpha-Beta|Aspiration Windows|Bishop Pair|Bitboards|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Iterative Deepening|Killer Heuristic|King Activity|Late Move Reductions|Legal Move Generation|Magic Bitboards|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Pawn Hash Table|Pondering|Principal Variation Search|Replacement Schemes|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,pruning_full,rich_eval,high,Bitboards__pruning_full__rich_eval,0.461,0.25,0.06,0.772,PASS,,PASS,PASS,PASS,32,20,400,8902,197281,4865609
